reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
406d78ff-e001-41da-9bab-247b3c42dccd,Prayoga,https://play-lh.googleusercontent.com/a-/ALV-UjU3cUjoCEjYAklpR0YIX_OVu45ayNHxH-kBbqvJNpRRYjT3fvS2,Sinyal lag cokkk,1,0,1.0.11,2023-08-31 07:15:56,,,1.0.11
25a8c97f-27ac-4941-8094-973df6072c7f,"Trisna Putra, SE",https://play-lh.googleusercontent.com/a/ACg8ocLAzPK-AcC1WNCY4q9hpkhV1VsLpGtoi17f_xx5DsG64tTh-A=mo,Tidak bisa di buka,1,0,1.0.9,2023-06-06 20:44:08,,,1.0.9
66f2092a-968f-446a-9f45-ab5406f63bb1,Hardianti Mawardhika,https://play-lh.googleusercontent.com/a/ACg8ocIbhrV-kOKuibz331n35d-SoSJhLpA8hd4Kv90jQH_YW0npnaY=mo,Hebat! Terima kasih 🙏.,5,0,1.0.9,2023-04-14 17:25:07,,,1.0.9
d734fb98-42ee-457c-a682-d888c057c2c2,EFENDI BLTS TJ KARANG,https://play-lh.googleusercontent.com/a-/ALV-UjWrOU-owPnMPyaCvJsxZT8xc3F8CHeEnbXAqq-erjvr3J4F-_WY,Lola untuk login. ..,3,0,1.0.11,2023-07-04 14:53:25,,,1.0.11
9d5e07de-6b5d-44e6-a8a9-50eb6ad7146d,Muhammad Taufiqurrahmansyah,https://play-lh.googleusercontent.com/a-/ALV-UjWX7y3w5MvP1iwW5xCLW0VG8LuuQHpdWc1RvZBczD9slwPCp5us,Gk bisa dibuka,1,0,1.0.11,2023-10-30 20:13:26,,,1.0.11
a4a6904c-36b6-452e-bdab-53f01a6f95e4,syahruddin udin,https://play-lh.googleusercontent.com/a-/ALV-UjXvk7gyVoEqWNB6s8IXfZQ9m3PY8tpjCJAb8_0TRDvrypYInLg,Baik sekali,4,0,1.0.5,2023-02-28 22:33:39,,,1.0.5
03c85380-ded1-4c6e-bbcc-8320cdccb6bb,Rosid Ocid,https://play-lh.googleusercontent.com/a-/ALV-UjXHqSC2aRNna9jR3kDRZl9FiyGmfjthhLLT3XhIduzt5IdmwchX,Bagus sekali,5,1,1.0.4,2023-01-04 07:56:30,,,1.0.4
d7ac9bea-c650-4bb1-a7ea-f1ae1faf2e31,dewi sartika,https://play-lh.googleusercontent.com/a-/ALV-UjU2wZ2wSDrkiGhDEXBR_gUDfpZwgyMRvrB7u73W0crL2-AWSZex,Oke,5,0,1.0.14,2024-02-27 19:28:06,,,1.0.14
10eefffd-7045-4e21-ab04-6fa17c550b05,MUHAMMAD FADHLILLAH,https://play-lh.googleusercontent.com/a-/ALV-UjUC5gB1-8OmUInQT759qJzwIsy6U6BAyTbq_vQUxFyP-KLbAGwM,Stuck Mulu di loading,1,0,1.0.8,2023-04-09 12:48:05,,,1.0.8
ec850096-790c-4e24-808b-09966434e5c5,hukma ayu,https://play-lh.googleusercontent.com/a-/ALV-UjUAFUqrzTfzTx3o6rbjkkSQae3QbwiZRoNl1J_yYo4l3eiVDsio,Maa Syaa Allaah semoga berkah,5,0,1.0.6,2023-04-03 12:10:13,,,1.0.6
4e70a91c-d45a-4c86-9035-1f57566c6a29,tismat hamid,https://play-lh.googleusercontent.com/a/ACg8ocLxokXt2B2CZABtIWCQK4MQFGwyoqb0YiMtbs2ff8JIIL8vJR0=mo,Bagus,5,0,1.0.6,2023-03-19 17:54:57,,,1.0.6
c6c8aaa7-b552-4604-90e0-3a7c3bd844b4,Safar Roswadi_29,https://play-lh.googleusercontent.com/a/ACg8ocLrpSVE6eSF_xR1aD-rjWwBV7zzfBT7qTNhX9NV6XOchPKrHw=mo,Aplikasi jelek ngeleg melulu,1,1,1.0.4,2023-01-04 17:25:51,,,1.0.4
fa64b0ff-ba0e-4bbe-8d0e-551fe7e63101,kasidi albanawi,https://play-lh.googleusercontent.com/a-/ALV-UjUbQtA8upW4xQqIdpA6GYN5MHHHY9qfZ2VVN-n9O8OsY09BLXyV,Baik,5,0,1.0.4,2023-01-05 10:40:22,,,1.0.4
8432b80b-d8e3-4bbb-b590-577098905ca3,AKIK GAMBAR BERLIN,https://play-lh.googleusercontent.com/a-/ALV-UjVyB7qJox-Tm-nuuMLyF7i71cQOu128x2X6E5IeE12SkM0znB0wlg,Bagus,5,0,1.0.4,2023-01-18 09:13:39,,,1.0.4
